localita,dt,type,value
Pistoia,2019-09-27,max,24
Pistoia,2019-09-28,min,15
Pistoia,2019-09-28,max,26
Pistoia,2019-09-29,min,14
Pistoia,2019-09-29,max,25
Pistoia,2019-09-30,min,16
Pistoia,2019-09-30,max,25
Pistoia,2019-10-01,min,15
Pistoia,2019-10-01,max,25
Pistoia,2019-10-02,min,16
Pistoia,2019-10-02,max,23
Pistoia,2019-10-03,min,12
Pistoia,2019-10-03,max,20
Pistoia,2019-10-04,min,7
Pistoia,2019-10-04,max,22
Pistoia,2019-10-05,min,11
Pistoia,2019-10-05,max,22
Pistoia,2019-10-06,min,10
Pistoia,2019-10-06,max,23
Pistoia,2019-10-07,min,13
Pistoia,2019-10-07,max,20
Pistoia,2019-10-08,min,10
Pistoia,2019-10-08,max,23
Pistoia,2019-10-09,min,10
Pistoia,2019-10-09,max,23
Pistoia,2019-10-10,min,14
Pistoia,2019-10-10,max,22
Pistoia,2019-10-11,min,9
Pistoia,2019-10-11,max,26
Pistoia,2019-10-12,min,9
Pistoia,2019-10-12,max,26
Pistoia,2019-10-13,min,13
Pistoia,2019-10-13,max,24
Pistoia,2019-10-14,min,13
Pistoia,2019-10-14,max,24
Pistoia,2019-10-15,min,16
Pistoia,2019-10-15,max,22
Pistoia,2019-10-16,min,13
Pistoia,2019-10-16,max,21
Pistoia,2019-10-17,min,10
Pistoia,2019-10-17,max,22
Pistoia,2019-10-18,min,9
Pistoia,2019-10-18,max,22
Pistoia,2019-10-19,min,14
Pistoia,2019-10-19,max,23
Pistoia,2019-10-20,min,14
Pistoia,2019-10-20,max,22
Pistoia,2019-10-21,min,15
Pistoia,2019-10-21,max,26
Pistoia,2019-10-22,min,13
Pistoia,2019-10-22,max,28
Pistoia,2019-10-23,min,13
Pistoia,2019-10-23,max,27
Pistoia,2019-10-24,min,12
Pistoia,2019-10-24,max,18
Pistoia,2019-10-25,min,13
Pistoia,2019-10-25,max,22
Pistoia,2019-10-26,min,13
Pistoia,2019-10-26,max,26
Pistoia,2019-10-27,min,11
Pistoia,2019-10-27,max,24
Pistoia,2019-10-28,min,11
Pistoia,2019-10-28,max,22
Pistoia,2019-10-29,min,14
Pistoia,2019-10-29,max,18
Pistoia,2019-10-30,min,12
Pistoia,2019-10-30,max,18
Pistoia,2019-10-31,min,11
Pistoia,2019-10-31,max,16
Pistoia,2019-11-01,min,10
Pistoia,2019-11-01,max,17
Pistoia,2019-11-02,min,9
Pistoia,2019-11-02,max,17
Pistoia,2019-11-03,min,13
Pistoia,2019-11-03,max,18
Pistoia,2019-11-04,min,12
Pistoia,2019-11-04,max,19
Pistoia,2019-11-05,min,14
Pistoia,2019-11-05,max,16
Pistoia,2019-11-06,min,8
Pistoia,2019-11-06,max,14
Pistoia,2019-11-07,min,7
Pistoia,2019-11-07,max,15
Pistoia,2019-11-08,min,10
Pistoia,2019-11-08,max,11
Pistoia,2019-11-09,min,5
Pistoia,2019-11-09,max,12
Pistoia,2019-11-10,min,5
Pistoia,2019-11-10,max,13
Pistoia,2019-11-11,min,8
Pistoia,2019-11-11,max,15
Pistoia,2019-11-12,min,9
Pistoia,2019-11-12,max,14
Pistoia,2019-11-13,min,7
Pistoia,2019-11-13,max,15
Pistoia,2019-11-14,min,3
Pistoia,2019-11-14,max,16
Pistoia,2019-11-15,min,8
Pistoia,2019-11-15,max,14
Pistoia,2019-11-16,min,8
Pistoia,2019-11-16,max,13
Pistoia,2019-11-17,min,8
Pistoia,2019-11-17,max,12
Pistoia,2019-11-18,min,6
Pistoia,2019-11-18,max,11
Pistoia,2019-11-19,min,10
Pistoia,2019-11-19,max,14
Pistoia,2019-11-20,min,7
Pistoia,2019-11-20,max,16
Pistoia,2019-11-21,min,9
Pistoia,2019-11-21,max,14
Pistoia,2019-11-22,min,8
Pistoia,2019-11-22,max,12
Pistoia,2019-11-23,min,10
Pistoia,2019-11-23,max,16
Pistoia,2019-11-24,min,10
Pistoia,2019-11-24,max,17
Pistoia,2019-11-25,min,10
Pistoia,2019-11-25,max,20
Pistoia,2019-11-26,min,7
Pistoia,2019-11-26,max,16
Pistoia,2019-11-27,min,11
Pistoia,2019-11-27,max,14
Pistoia,2019-11-28,min,12
Pistoia,2019-11-28,max,15
Pistoia,2019-11-29,min,9
Pistoia,2019-11-29,max,14
Pistoia,2019-11-30,min,7
Pistoia,2019-11-30,max,15
Pistoia,2019-12-01,min,5
Pistoia,2019-12-01,max,14
Pistoia,2019-12-02,min,12
Pistoia,2019-12-02,max,14
Pistoia,2019-12-03,min,8
Pistoia,2019-12-03,max,14
Pistoia,2019-12-04,min,6
Pistoia,2019-12-04,max,12
Pistoia,2019-12-05,min,3
Pistoia,2019-12-05,max,10
Pistoia,2019-12-06,min,5
Pistoia,2019-12-06,max,12
Pistoia,2019-12-07,min,8
Pistoia,2019-12-07,max,13
Pistoia,2019-12-08,min,9
Pistoia,2019-12-08,max,15
Pistoia,2019-12-09,min,6
Pistoia,2019-12-09,max,14
Pistoia,2019-12-10,min,4
Pistoia,2019-12-10,max,14
Pistoia,2019-12-11,min,2
Pistoia,2019-12-11,max,11
Pistoia,2019-12-12,min,1
Pistoia,2019-12-12,max,6
Pistoia,2019-12-13,min,0
Pistoia,2019-12-13,max,7
Pistoia,2019-12-14,min,-1
Pistoia,2019-12-14,max,8
Pistoia,2019-12-15,min,8
Pistoia,2019-12-15,max,16
Pistoia,2019-12-16,min,8
Pistoia,2019-12-16,max,15
Pistoia,2019-12-17,min,11
Pistoia,2019-12-17,max,17
Pistoia,2019-12-18,min,11
Pistoia,2019-12-18,max,16
Pistoia,2019-12-19,min,9
Pistoia,2019-12-19,max,15
Pistoia,2019-12-20,min,8
Pistoia,2019-12-20,max,13
Pistoia,2019-12-21,min,11
Pistoia,2019-12-21,max,16
Pistoia,2019-12-22,min,9
Pistoia,2019-12-22,max,14
Pistoia,2019-12-23,min,6
Pistoia,2019-12-23,max,15
Pistoia,2019-12-24,min,1
Pistoia,2019-12-24,max,13
Pistoia,2019-12-25,min,5
Pistoia,2019-12-25,max,15
Pistoia,2019-12-26,min,4
Pistoia,2019-12-26,max,13
Pistoia,2019-12-27,min,2
Pistoia,2019-12-27,max,12
Pistoia,2019-12-28,min,3
Pistoia,2019-12-28,max,11
Pistoia,2019-12-29,min,1
Pistoia,2019-12-29,max,10
Pistoia,2019-12-30,min,0
Pistoia,2019-12-30,max,11
Pistoia,2019-12-31,min,-1
Pistoia,2019-12-31,max,11
Pistoia,2020-01-01,min,-2
Pistoia,2020-01-01,max,11
Pistoia,2020-01-02,min,-2
Pistoia,2020-01-02,max,13
Pistoia,2020-01-03,min,3
Pistoia,2020-01-03,max,10
Pistoia,2020-01-04,min,4
Pistoia,2020-01-04,max,13
Pistoia,2020-01-05,min,2
Pistoia,2020-01-05,max,12
Pistoia,2020-01-06,min,0
Pistoia,2020-01-06,max,10
Pistoia,2020-01-07,min,-3
Pistoia,2020-01-07,max,8
Pistoia,2020-01-08,min,1
Pistoia,2020-01-08,max,14
Pistoia,2020-01-09,min,-1
Pistoia,2020-01-09,max,11
Pistoia,2020-01-10,min,3
Pistoia,2020-01-10,max,12
Pistoia,2020-01-11,min,4
Pistoia,2020-01-11,max,13
Pistoia,2020-01-12,min,1
Pistoia,2020-01-12,max,14
Pistoia,2020-01-13,min,0
Pistoia,2020-01-13,max,11
Pistoia,2020-01-14,min,-1
Pistoia,2020-01-14,max,9
Pistoia,2020-01-15,min,4
Pistoia,2020-01-15,max,11
Pistoia,2020-01-16,min,2
Pistoia,2020-01-16,max,12
Pistoia,2020-01-17,min,4
Pistoia,2020-01-17,max,10
Pistoia,2020-01-18,min,7
Pistoia,2020-01-18,max,9
Pistoia,2020-01-19,min,4
Pistoia,2020-01-19,max,12
Pistoia,2020-01-20,min,4
Pistoia,2020-01-20,max,9
Pistoia,2020-01-21,min,4
Pistoia,2020-01-21,max,13
Pistoia,2020-01-22,min,0
Pistoia,2020-01-22,max,13
Pistoia,2020-01-23,min,3
Pistoia,2020-01-23,max,16
Pistoia,2020-01-24,min,2
Pistoia,2020-01-24,max,12
Pistoia,2020-01-25,min,9
Pistoia,2020-01-25,max,13
Pistoia,2020-01-26,min,7
Pistoia,2020-01-26,max,13
Pistoia,2020-01-27,min,6
Pistoia,2020-01-27,max,10
Pistoia,2020-01-28,min,7
Pistoia,2020-01-28,max,14
Pistoia,2020-01-29,min,9
Pistoia,2020-01-29,max,15
Pistoia,2020-01-30,min,4
Pistoia,2020-01-30,max,14
Pistoia,2020-01-31,min,9
Pistoia,2020-01-31,max,12
Pistoia,2020-02-01,min,11
Pistoia,2020-02-01,max,13
Pistoia,2020-02-02,min,11
Pistoia,2020-02-02,max,16
Pistoia,2020-02-03,min,10
Pistoia,2020-02-03,max,16
Pistoia,2020-02-04,min,8
Pistoia,2020-02-04,max,17
Pistoia,2020-02-05,min,5
Pistoia,2020-02-05,max,14
Pistoia,2020-02-06,min,4
Pistoia,2020-02-06,max,12
Pistoia,2020-02-07,min,-1
Pistoia,2020-02-07,max,13
Pistoia,2020-02-08,min,1
Pistoia,2020-02-08,max,13
Pistoia,2020-02-09,min,1
Pistoia,2020-02-09,max,12
Pistoia,2020-02-10,min,8
Pistoia,2020-02-10,max,14
Pistoia,2020-02-11,min,10
Pistoia,2020-02-11,max,17
Pistoia,2020-02-12,min,6
Pistoia,2020-02-12,max,16
Pistoia,2020-02-13,min,4
Pistoia,2020-02-13,max,13
Pistoia,2020-02-14,min,6
Pistoia,2020-02-14,max,19
Pistoia,2020-02-15,min,2
Pistoia,2020-02-15,max,18
Pistoia,2020-02-16,min,4
Pistoia,2020-02-16,max,15
Pistoia,2020-02-17,min,7
Pistoia,2020-02-17,max,13
Pistoia,2020-02-18,min,9
Pistoia,2020-02-18,max,14
Pistoia,2020-02-19,min,7
Pistoia,2020-02-19,max,14
Pistoia,2020-02-20,min,4
Pistoia,2020-02-20,max,15
Pistoia,2020-02-21,min,2
Pistoia,2020-02-21,max,14
Pistoia,2020-02-22,min,4
Pistoia,2020-02-22,max,17
Pistoia,2020-02-23,min,6
Pistoia,2020-02-23,max,15
Pistoia,2020-02-24,min,8
Pistoia,2020-02-24,max,14
Pistoia,2020-02-25,min,7
Pistoia,2020-02-25,max,17
Pistoia,2020-02-26,min,6
Pistoia,2020-02-26,max,14
Pistoia,2020-02-27,min,1
Pistoia,2020-02-27,max,11
Pistoia,2020-02-28,min,4
Pistoia,2020-02-28,max,15
Pistoia,2020-02-29,min,3
Pistoia,2020-02-29,max,15
Pistoia,2020-03-01,min,10
Pistoia,2020-03-01,max,12
Pistoia,2020-03-02,min,9
Pistoia,2020-03-02,max,16
Pistoia,2020-03-03,min,6
Pistoia,2020-03-03,max,11
Pistoia,2020-03-04,min,3
Pistoia,2020-03-04,max,14
Pistoia,2020-03-05,min,1
Pistoia,2020-03-05,max,12
Pistoia,2020-03-06,min,7
Pistoia,2020-03-06,max,12
Pistoia,2020-03-07,min,6
Pistoia,2020-03-07,max,12
Pistoia,2020-03-08,min,4
Pistoia,2020-03-08,max,15
Pistoia,2020-03-09,min,3
Pistoia,2020-03-09,max,10
Pistoia,2020-03-10,min,6
Pistoia,2020-03-10,max,16
Pistoia,2020-03-11,min,5
Pistoia,2020-03-11,max,18
Pistoia,2020-03-12,min,9
Pistoia,2020-03-12,max,15
Pistoia,2020-03-13,min,11
Pistoia,2020-03-13,max,15
Pistoia,2020-03-14,min,8
Pistoia,2020-03-14,max,17
Pistoia,2020-03-15,min,8
Pistoia,2020-03-15,max,16
Pistoia,2020-03-16,min,6
Pistoia,2020-03-16,max,19
Pistoia,2020-03-17,min,4
Pistoia,2020-03-17,max,19
Pistoia,2020-03-18,min,8
Pistoia,2020-03-18,max,20
Pistoia,2020-03-19,min,9
Pistoia,2020-03-19,max,22
Pistoia,2020-03-20,min,8
Pistoia,2020-03-20,max,18
Pistoia,2020-03-21,min,8
Pistoia,2020-03-21,max,19
Pistoia,2020-03-22,min,8
Pistoia,2020-03-22,max,17
Pistoia,2020-03-23,min,3
Pistoia,2020-03-23,max,9
Pistoia,2020-03-24,min,0
Pistoia,2020-03-24,max,10
Pistoia,2020-03-25,min,3
Pistoia,2020-03-25,max,7
Pistoia,2020-03-26,min,3
Pistoia,2020-03-26,max,9
Pistoia,2020-03-27,min,8
Pistoia,2020-03-27,max,12
Pistoia,2020-03-28,min,8
Pistoia,2020-03-28,max,18
Pistoia,2020-03-29,min,3
Pistoia,2020-03-29,max,18
Pistoia,2020-03-30,min,7
Pistoia,2020-03-30,max,18
Pistoia,2020-03-31,min,6
Pistoia,2020-03-31,max,11
Pistoia,2020-04-01,min,2
Pistoia,2020-04-01,max,12
Pistoia,2020-04-02,min,-1
Pistoia,2020-04-02,max,15
Pistoia,2020-04-03,min,4
Pistoia,2020-04-03,max,19
Pistoia,2020-04-04,min,7
Pistoia,2020-04-04,max,20
Pistoia,2020-04-05,min,8
Pistoia,2020-04-05,max,19
Pistoia,2020-04-06,min,10
Pistoia,2020-04-06,max,22
Pistoia,2020-04-07,min,12
Pistoia,2020-04-07,max,24
Pistoia,2020-04-08,min,9
Pistoia,2020-04-08,max,23
Pistoia,2020-04-09,min,6
Pistoia,2020-04-09,max,24
Pistoia,2020-04-10,min,5
Pistoia,2020-04-10,max,24
Pistoia,2020-04-11,min,7
Pistoia,2020-04-11,max,25
Pistoia,2020-04-12,min,8
Pistoia,2020-04-12,max,25
Pistoia,2020-04-13,min,11
Pistoia,2020-04-13,max,23
Pistoia,2020-04-14,min,11
Pistoia,2020-04-14,max,21
Pistoia,2020-04-15,min,8
Pistoia,2020-04-15,max,20
Pistoia,2020-04-16,min,5
Pistoia,2020-04-16,max,21
Pistoia,2020-04-17,min,7
Pistoia,2020-04-17,max,22
Pistoia,2020-04-18,min,11
Pistoia,2020-04-18,max,20
Pistoia,2020-04-19,min,11
Pistoia,2020-04-19,max,22
Pistoia,2020-04-20,min,14
Pistoia,2020-04-20,max,17
Pistoia,2020-04-21,min,14
Pistoia,2020-04-21,max,16
Pistoia,2020-04-22,min,14
Pistoia,2020-04-22,max,18
Pistoia,2020-04-23,min,13
Pistoia,2020-04-23,max,22
Pistoia,2020-04-24,min,8
Pistoia,2020-04-24,max,23
Pistoia,2020-04-25,min,8
Pistoia,2020-04-25,max,22
Pistoia,2020-04-26,min,9
Pistoia,2020-04-26,max,23
Pistoia,2020-04-27,min,10
Pistoia,2020-04-27,max,22
Pistoia,2020-04-28,min,12
Pistoia,2020-04-28,max,17
Pistoia,2020-04-29,min,13
Pistoia,2020-04-29,max,20
Pistoia,2020-04-30,min,13
Pistoia,2020-04-30,max,21
Pistoia,2020-05-01,min,13
Pistoia,2020-05-01,max,19
Pistoia,2020-05-02,min,14
Pistoia,2020-05-02,max,24
Pistoia,2020-05-03,min,13
Pistoia,2020-05-03,max,25
Pistoia,2020-05-04,min,12
Pistoia,2020-05-04,max,25
Pistoia,2020-05-05,min,10
Pistoia,2020-05-05,max,24
Pistoia,2020-05-06,min,14
Pistoia,2020-05-06,max,24
Pistoia,2020-05-07,min,11
Pistoia,2020-05-07,max,25
Pistoia,2020-05-08,min,13
Pistoia,2020-05-08,max,26
Pistoia,2020-05-09,min,13
Pistoia,2020-05-09,max,27
Pistoia,2020-05-10,min,15
Pistoia,2020-05-10,max,26
Pistoia,2020-05-11,min,14
Pistoia,2020-05-11,max,21
Pistoia,2020-05-12,min,14
Pistoia,2020-05-12,max,22
Pistoia,2020-05-13,min,15
Pistoia,2020-05-13,max,25
Pistoia,2020-05-14,min,16
Pistoia,2020-05-14,max,28
Pistoia,2020-05-15,min,16
Pistoia,2020-05-15,max,20
Pistoia,2020-05-16,min,15
Pistoia,2020-05-16,max,22
Pistoia,2020-05-17,min,17
Pistoia,2020-05-17,max,29
Pistoia,2020-05-18,min,18
Pistoia,2020-05-18,max,26
Pistoia,2020-05-19,min,16
Pistoia,2020-05-19,max,23
Pistoia,2020-05-20,min,16
Pistoia,2020-05-20,max,23
Pistoia,2020-05-21,min,15
Pistoia,2020-05-21,max,26
Pistoia,2020-05-22,min,14
Pistoia,2020-05-22,max,27
Pistoia,2020-05-23,min,15
Pistoia,2020-05-23,max,27
Pistoia,2020-05-24,min,16
Pistoia,2020-05-24,max,26
Pistoia,2020-05-25,min,14
Pistoia,2020-05-25,max,27
Pistoia,2020-05-26,min,14
Pistoia,2020-05-26,max,26
Pistoia,2020-05-27,min,13
Pistoia,2020-05-27,max,25
Pistoia,2020-05-28,min,15
Pistoia,2020-05-28,max,25
Pistoia,2020-05-29,min,12
Pistoia,2020-05-29,max,19
Pistoia,2020-05-30,min,12
Pistoia,2020-05-30,max,23
Pistoia,2020-05-31,min,13
Pistoia,2020-05-31,max,22
Pistoia,2020-06-01,min,13
Pistoia,2020-06-01,max,26
Pistoia,2020-06-02,min,13
Pistoia,2020-06-02,max,26
Pistoia,2020-06-03,min,14
Pistoia,2020-06-03,max,24
Pistoia,2020-06-04,min,14
Pistoia,2020-06-04,max,19
Pistoia,2020-06-05,min,16
Pistoia,2020-06-05,max,23
Pistoia,2020-06-06,min,14
Pistoia,2020-06-06,max,24
Pistoia,2020-06-07,min,15
Pistoia,2020-06-07,max,24
Pistoia,2020-06-08,min,15
Pistoia,2020-06-08,max,23
Pistoia,2020-06-09,min,15
Pistoia,2020-06-09,max,24
Pistoia,2020-06-10,min,13
Pistoia,2020-06-10,max,21
Pistoia,2020-06-11,min,12
Pistoia,2020-06-11,max,20
Pistoia,2020-06-12,min,12
Pistoia,2020-06-12,max,25
Pistoia,2020-06-13,min,15
Pistoia,2020-06-13,max,26
Pistoia,2020-06-14,min,15
Pistoia,2020-06-14,max,22
Pistoia,2020-06-15,min,16
Pistoia,2020-06-15,max,23
Pistoia,2020-06-16,min,16
Pistoia,2020-06-16,max,24
Pistoia,2020-06-17,min,17
Pistoia,2020-06-17,max,23
Pistoia,2020-06-18,min,15
Pistoia,2020-06-18,max,23
Pistoia,2020-06-19,min,14
Pistoia,2020-06-19,max,24
Pistoia,2020-06-20,min,14
Pistoia,2020-06-20,max,27
Pistoia,2020-06-21,min,16
Pistoia,2020-06-21,max,28
Pistoia,2020-06-22,min,16
Pistoia,2020-06-22,max,32
Pistoia,2020-06-23,min,18
Pistoia,2020-06-23,max,31
Pistoia,2020-06-24,min,19
Pistoia,2020-06-24,max,31
Pistoia,2020-06-25,min,17
Pistoia,2020-06-25,max,30
Pistoia,2020-06-26,min,17
Pistoia,2020-06-26,max,31
Pistoia,2020-06-27,min,17
Pistoia,2020-06-27,max,31
Pistoia,2020-06-28,min,18
Pistoia,2020-06-28,max,32
Pistoia,2020-06-29,min,18
Pistoia,2020-06-29,max,28
Pistoia,2020-06-30,min,20
Pistoia,2020-06-30,max,30
Pistoia,2020-07-01,min,18
Pistoia,2020-07-01,max,30
Pistoia,2020-07-02,min,20
Pistoia,2020-07-02,max,35
Pistoia,2020-07-03,min,20
Pistoia,2020-07-03,max,31
Pistoia,2020-07-04,min,19
Pistoia,2020-07-04,max,29
Pistoia,2020-07-05,min,18
Pistoia,2020-07-05,max,32
Pistoia,2020-07-06,min,19
Pistoia,2020-07-06,max,34
Pistoia,2020-07-07,min,19
Pistoia,2020-07-07,max,27
Pistoia,2020-07-08,min,18
Pistoia,2020-07-08,max,31
Pistoia,2020-07-09,min,18
Pistoia,2020-07-09,max,32
Pistoia,2020-07-10,min,18
Pistoia,2020-07-10,max,32
Pistoia,2020-07-11,min,19
Pistoia,2020-07-11,max,30
Pistoia,2020-07-12,min,22
Pistoia,2020-07-12,max,28
Pistoia,2020-07-13,min,19
Pistoia,2020-07-13,max,27
Pistoia,2020-07-14,min,17
Pistoia,2020-07-14,max,28
Pistoia,2020-07-15,min,18
Pistoia,2020-07-15,max,29
Pistoia,2020-07-16,min,16
Pistoia,2020-07-16,max,28
Pistoia,2020-07-17,min,18
Pistoia,2020-07-17,max,29
Pistoia,2020-07-18,min,19
Pistoia,2020-07-18,max,28
Pistoia,2020-07-19,min,16
Pistoia,2020-07-19,max,30
Pistoia,2020-07-20,min,17
Pistoia,2020-07-20,max,30
Pistoia,2020-07-21,min,18
Pistoia,2020-07-21,max,31
Pistoia,2020-07-22,min,20
Pistoia,2020-07-22,max,32
Pistoia,2020-07-23,min,21
Pistoia,2020-07-23,max,31
Pistoia,2020-07-24,min,17
Pistoia,2020-07-24,max,27
Pistoia,2020-07-25,min,16
Pistoia,2020-07-25,max,31
Pistoia,2020-07-26,min,18
Pistoia,2020-07-26,max,31
Pistoia,2020-07-27,min,19
Pistoia,2020-07-27,max,32
Pistoia,2020-07-28,min,19
Pistoia,2020-07-28,max,34
Pistoia,2020-07-29,min,21
Pistoia,2020-07-29,max,34
Pistoia,2020-07-30,min,21
Pistoia,2020-07-30,max,35
Pistoia,2020-07-31,min,22
Pistoia,2020-07-31,max,35
Pistoia,2020-08-01,min,21
Pistoia,2020-08-01,max,35
Pistoia,2020-08-02,min,22
Pistoia,2020-08-02,max,35
Pistoia,2020-08-03,min,22
Pistoia,2020-08-03,max,28
Pistoia,2020-08-04,min,18
Pistoia,2020-08-04,max,25
Pistoia,2020-08-05,min,18
Pistoia,2020-08-05,max,26
Pistoia,2020-08-06,min,21
Pistoia,2020-08-06,max,29
Pistoia,2020-08-07,min,21
Pistoia,2020-08-07,max,31
Pistoia,2020-08-08,min,22
Pistoia,2020-08-08,max,34
Pistoia,2020-08-09,min,22
Pistoia,2020-08-09,max,35
Pistoia,2020-08-10,min,21
Pistoia,2020-08-10,max,36
Pistoia,2020-08-11,min,21
Pistoia,2020-08-11,max,33
Pistoia,2020-08-12,min,21
Pistoia,2020-08-12,max,34
Pistoia,2020-08-13,min,21
Pistoia,2020-08-13,max,34
Pistoia,2020-08-14,min,21
Pistoia,2020-08-14,max,33
Pistoia,2020-08-15,min,21
Pistoia,2020-08-15,max,32
Pistoia,2020-08-16,min,20
Pistoia,2020-08-16,max,33
Pistoia,2020-08-17,min,20
Pistoia,2020-08-17,max,29
Pistoia,2020-08-18,min,19
Pistoia,2020-08-18,max,28
Pistoia,2020-08-19,min,19
Pistoia,2020-08-19,max,30
Pistoia,2020-08-20,min,18
Pistoia,2020-08-20,max,33
Pistoia,2020-08-21,min,19
Pistoia,2020-08-21,max,36
Pistoia,2020-08-22,min,20
Pistoia,2020-08-22,max,33
Pistoia,2020-08-23,min,20
Pistoia,2020-08-23,max,32
Pistoia,2020-08-24,min,21
Pistoia,2020-08-24,max,31
Pistoia,2020-08-25,min,19
Pistoia,2020-08-25,max,31
Pistoia,2020-08-26,min,19
Pistoia,2020-08-26,max,29
Pistoia,2020-08-27,min,20
Pistoia,2020-08-27,max,31
Pistoia,2020-08-28,min,19
Pistoia,2020-08-28,max,30
Pistoia,2020-08-29,min,21
Pistoia,2020-08-29,max,32
Pistoia,2020-08-30,min,19
Pistoia,2020-08-30,max,25
Pistoia,2020-08-31,min,12
Pistoia,2020-08-31,max,19
Pistoia,2020-09-01,min,12
Pistoia,2020-09-01,max,26
Pistoia,2020-09-02,min,15
Pistoia,2020-09-02,max,28
Pistoia,2020-09-03,min,15
Pistoia,2020-09-03,max,28
Pistoia,2020-09-04,min,16
Pistoia,2020-09-04,max,29
Pistoia,2020-09-05,min,16
Pistoia,2020-09-05,max,30
Pistoia,2020-09-06,min,16
Pistoia,2020-09-06,max,28
Pistoia,2020-09-07,min,16
Pistoia,2020-09-07,max,29
Pistoia,2020-09-08,min,21
Pistoia,2020-09-08,max,28
Pistoia,2020-09-09,min,19
Pistoia,2020-09-09,max,32
Pistoia,2020-09-10,min,20
Pistoia,2020-09-10,max,28
Pistoia,2020-09-11,min,24
Pistoia,2020-09-11,max,31
Pistoia,2020-09-12,min,21
Pistoia,2020-09-12,max,30
Pistoia,2020-09-13,min,22
Pistoia,2020-09-13,max,31
Pistoia,2020-09-14,min,21
Pistoia,2020-09-14,max,30
Pistoia,2020-09-15,min,23
Pistoia,2020-09-15,max,30
Pistoia,2020-09-16,min,21
Pistoia,2020-09-16,max,31
Pistoia,2020-09-17,min,18
Pistoia,2020-09-17,max,31
Pistoia,2020-09-18,min,20
Pistoia,2020-09-18,max,30
Pistoia,2020-09-19,min,18
Pistoia,2020-09-19,max,29
Pistoia,2020-09-20,min,18
Pistoia,2020-09-20,max,26
Pistoia,2020-09-21,min,15
Pistoia,2020-09-21,max,27
Pistoia,2020-09-22,min,15
Pistoia,2020-09-22,max,24
Pistoia,2020-09-23,min,16
Pistoia,2020-09-23,max,20
Pistoia,2020-09-24,min,17
Pistoia,2020-09-24,max,22
Pistoia,2020-09-25,min,10
Pistoia,2020-09-25,max,23
Pistoia,2020-09-26,min,9
Pistoia,2020-09-26,max,20
Pistoia,2020-09-27,min,8
Pistoia,2020-09-27,max,16
Pistoia,2020-09-28,min,9
Pistoia,2020-09-28,max,19
Pistoia,2020-09-29,min,9
Pistoia,2020-09-29,max,22
Pistoia,2020-09-30,min,12
Pistoia,2020-09-30,max,22
Pistoia,2020-10-01,min,13
Pistoia,2020-10-01,max,20
Pistoia,2020-10-02,min,15
Pistoia,2020-10-02,max,21
Pistoia,2020-10-03,min,12
Pistoia,2020-10-03,max,21
Pistoia,2020-10-04,min,12
Pistoia,2020-10-04,max,21
Pistoia,2020-10-05,min,12
Pistoia,2020-10-05,max,20
Pistoia,2020-10-06,min,11
Pistoia,2020-10-06,max,19
Pistoia,2020-10-07,min,13
Pistoia,2020-10-07,max,23
Pistoia,2020-10-08,min,9
Pistoia,2020-10-08,max,22
Pistoia,2020-10-09,min,10
Pistoia,2020-10-09,max,22
Pistoia,2020-10-10,min,12
Pistoia,2020-10-10,max,19
Pistoia,2020-10-11,min,11
Pistoia,2020-10-11,max,16
Pistoia,2020-10-12,min,10
Pistoia,2020-10-12,max,15
Pistoia,2020-10-13,min,7
Pistoia,2020-10-13,max,17
Pistoia,2020-10-14,min,9
Pistoia,2020-10-14,max,14
Pistoia,2020-10-15,min,10
Pistoia,2020-10-15,max,15
Pistoia,2020-10-16,min,9
Pistoia,2020-10-16,max,16
Pistoia,2020-10-17,min,7
Pistoia,2020-10-17,max,18
Pistoia,2020-10-18,min,8
Pistoia,2020-10-18,max,19
Pistoia,2020-10-19,min,8
Pistoia,2020-10-19,max,19
Pistoia,2020-10-20,min,7
Pistoia,2020-10-20,max,18
Pistoia,2020-10-21,min,8
Pistoia,2020-10-21,max,20
Pistoia,2020-10-22,min,12
Pistoia,2020-10-22,max,18
Pistoia,2020-10-23,min,14
Pistoia,2020-10-23,max,18
Pistoia,2020-10-24,min,11
Pistoia,2020-10-24,max,18
Pistoia,2020-10-25,min,9
Pistoia,2020-10-25,max,19
Pistoia,2020-10-26,min,12
Pistoia,2020-10-26,max,19
Pistoia,2020-10-27,min,9
Pistoia,2020-10-27,max,17
Pistoia,2020-10-28,min,7
Pistoia,2020-10-28,max,17
Pistoia,2020-10-29,min,9
Pistoia,2020-10-29,max,17
Pistoia,2020-10-30,min,11
Pistoia,2020-10-30,max,17
Pistoia,2020-10-31,min,12
Pistoia,2020-10-31,max,16
Pistoia,2020-11-01,min,12
Pistoia,2020-11-01,max,16
Pistoia,2020-11-02,min,12
Pistoia,2020-11-02,max,17
Pistoia,2020-11-03,min,13
Pistoia,2020-11-03,max,16
Pistoia,2020-11-04,min,14
Pistoia,2020-11-04,max,17
Pistoia,2020-11-05,min,12
Pistoia,2020-11-05,max,19
Pistoia,2020-11-06,min,11
Pistoia,2020-11-06,max,20
Pistoia,2020-11-07,min,9
Pistoia,2020-11-07,max,20
Pistoia,2020-11-08,min,8
Pistoia,2020-11-08,max,19
Pistoia,2020-11-09,min,9
Pistoia,2020-11-09,max,18
Pistoia,2020-11-10,min,8
Pistoia,2020-11-10,max,19
Pistoia,2020-11-11,min,9
